family,timestamp,level,host,process,module,pid,source_ip,method,url,version,status,size,referer,user_agent,logger,message
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance 30fccdc4-a449-47f4-b769-0aa8e7a52079"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ee:f7:d3,bridge_name='br-int',has_traffic_filtering=True,id=92fa5515-1035-43a8-9a4b-918c8337e4a0,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap92fa5515-10')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/e3704f12-9c67-4dbc-9c8a-ff413742f3d4_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/e3704f12-9c67-4dbc-9c8a-ff413742f3d4_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:f5:11:fe,bridge_name='br-int',has_traffic_filtering=True,id=35ca360f-2270-43ad-8a21-823c5d074473,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap35ca360f-22')"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ee:f7:d3,bridge_name='br-int',has_traffic_filtering=True,id=92fa5515-1035-43a8-9a4b-918c8337e4a0,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap92fa5515-10')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/e3704f12-9c67-4dbc-9c8a-ff413742f3d4_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.28 seconds to destroy the instance on the hypervisor."
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance e3704f12-9c67-4dbc-9c8a-ff413742f3d4 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance e3704f12-9c67-4dbc-9c8a-ff413742f3d4 aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ee:f7:d3,bridge_name='br-int',has_traffic_filtering=True,id=92fa5515-1035-43a8-9a4b-918c8337e4a0,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap92fa5515-10')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 2.19 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance e3704f12-9c67-4dbc-9c8a-ff413742f3d4"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:f5:11:fe,bridge_name='br-int',has_traffic_filtering=True,id=35ca360f-2270-43ad-8a21-823c5d074473,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap35ca360f-22')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:f5:11:fe,bridge_name='br-int',has_traffic_filtering=True,id=35ca360f-2270-43ad-8a21-823c5d074473,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap35ca360f-22')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.19 seconds to destroy the instance on the hypervisor."
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3 aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:f5:11:fe,bridge_name='br-int',has_traffic_filtering=True,id=35ca360f-2270-43ad-8a21-823c5d074473,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap35ca360f-22')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 3.12 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:b0:91,bridge_name='br-int',has_traffic_filtering=True,id=4da9075b-2005-4ee4-810b-d9c6cacdfbe8,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap4da9075b-20')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance 08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:d9:8f:33,bridge_name='br-int',has_traffic_filtering=True,id=74dc57a4-508c-456c-903d-9b3d3eac6539,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap74dc57a4-50')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:b0:91,bridge_name='br-int',has_traffic_filtering=True,id=4da9075b-2005-4ee4-810b-d9c6cacdfbe8,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap4da9075b-20')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/244db2cc-c435-494f-bd4d-6140c8405f80_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/244db2cc-c435-494f-bd4d-6140c8405f80_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:b0:91,bridge_name='br-int',has_traffic_filtering=True,id=4da9075b-2005-4ee4-810b-d9c6cacdfbe8,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap4da9075b-20')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/244db2cc-c435-494f-bd4d-6140c8405f80_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.46 seconds to destroy the instance on the hypervisor."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 244db2cc-c435-494f-bd4d-6140c8405f80 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 244db2cc-c435-494f-bd4d-6140c8405f80 aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:72:b0:91,bridge_name='br-int',has_traffic_filtering=True,id=4da9075b-2005-4ee4-810b-d9c6cacdfbe8,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap4da9075b-20')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 1.57 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance 244db2cc-c435-494f-bd4d-6140c8405f80"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:d9:8f:33,bridge_name='br-int',has_traffic_filtering=True,id=74dc57a4-508c-456c-903d-9b3d3eac6539,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap74dc57a4-50')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/27fdf96f-82d3-4ec7-a84e-401d147b8c94_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/27fdf96f-82d3-4ec7-a84e-401d147b8c94_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ce:1d:be,bridge_name='br-int',has_traffic_filtering=True,id=739f54aa-84a8-47e7-a5ea-dddda82849fa,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap739f54aa-84')"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:d9:8f:33,bridge_name='br-int',has_traffic_filtering=True,id=74dc57a4-508c-456c-903d-9b3d3eac6539,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap74dc57a4-50')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/27fdf96f-82d3-4ec7-a84e-401d147b8c94_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.16 seconds to destroy the instance on the hypervisor."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 27fdf96f-82d3-4ec7-a84e-401d147b8c94 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 27fdf96f-82d3-4ec7-a84e-401d147b8c94 aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:d9:8f:33,bridge_name='br-int',has_traffic_filtering=True,id=74dc57a4-508c-456c-903d-9b3d3eac6539,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap74dc57a4-50')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 1.68 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance 27fdf96f-82d3-4ec7-a84e-401d147b8c94"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ce:1d:be,bridge_name='br-int',has_traffic_filtering=True,id=739f54aa-84a8-47e7-a5ea-dddda82849fa,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap739f54aa-84')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/24528839-511e-4067-8ab6-0cde340c9efc_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/24528839-511e-4067-8ab6-0cde340c9efc_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ce:1d:be,bridge_name='br-int',has_traffic_filtering=True,id=739f54aa-84a8-47e7-a5ea-dddda82849fa,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap739f54aa-84')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/24528839-511e-4067-8ab6-0cde340c9efc_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.17 seconds to destroy the instance on the hypervisor."
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 24528839-511e-4067-8ab6-0cde340c9efc aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 24528839-511e-4067-8ab6-0cde340c9efc aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:ce:1d:be,bridge_name='br-int',has_traffic_filtering=True,id=739f54aa-84a8-47e7-a5ea-dddda82849fa,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap739f54aa-84')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:9f:94:0f,bridge_name='br-int',has_traffic_filtering=True,id=01168c31-59e9-434c-bb99-1eed3404086a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap01168c31-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 1.51 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance 24528839-511e-4067-8ab6-0cde340c9efc"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:9f:94:0f,bridge_name='br-int',has_traffic_filtering=True,id=01168c31-59e9-434c-bb99-1eed3404086a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap01168c31-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:9f:94:0f,bridge_name='br-int',has_traffic_filtering=True,id=01168c31-59e9-434c-bb99-1eed3404086a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap01168c31-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.17 seconds to destroy the instance on the hypervisor."
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea aborted: Failed to allocate the network(s), not rescheduling."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:9f:94:0f,bridge_name='br-int',has_traffic_filtering=True,id=01168c31-59e9-434c-bb99-1eed3404086a,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap01168c31-59')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 1.36 seconds to deallocate network for instance."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully plugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:c8:f4:55,bridge_name='br-int',has_traffic_filtering=True,id=0a0244ad-9f0e-484c-83d6-5b936ce09b50,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0a0244ad-9f')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.scheduler.client.report","Deleted allocation for instance 3f5bc6b3-47c0-4e5d-ab91-fb46e3c7bcea"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Started (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Paused (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","During sync_power_state the instance has a pending task (spawning). Skip."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.claims","Claim successful on node parisaserver"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Creating image"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","VM Stopped (Lifecycle Event)"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:c8:f4:55,bridge_name='br-int',has_traffic_filtering=True,id=0a0244ad-9f0e-484c-83d6-5b936ce09b50,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0a0244ad-9f')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deleting instance files /opt/stack/data/nova/instances/773b6615-e475-4ad6-88fc-73ade87f1a79_del"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/773b6615-e475-4ad6-88fc-73ade87f1a79_del complete"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Instance failed to spawn: nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Terminating instance"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Instance destroyed successfully."
application,"","INFO","","","",-1,"","","","",-1,-1,"","","os_vif","Successfully unplugged vif VIFOpenVSwitch(active=False,address=fa:16:3e:c8:f4:55,bridge_name='br-int',has_traffic_filtering=True,id=0a0244ad-9f0e-484c-83d6-5b936ce09b50,network=Network(e1d05e71-2633-456c-a795-7824d1006934),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap0a0244ad-9f')"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.virt.libvirt.driver","Deletion of /opt/stack/data/nova/instances/773b6615-e475-4ad6-88fc-73ade87f1a79_del complete"
application,"","INFO","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Took 0.16 seconds to destroy the instance on the hypervisor."
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Failed to allocate network(s): nova.exception.VirtualInterfaceCreateException: Virtual Interface creation failed"
application,"","ERROR","","","",-1,"","","","",-1,-1,"","","nova.compute.manager","Build of instance 773b6615-e475-4ad6-88fc-73ade87f1a79 aborted: Failed to allocate the network(s), not rescheduling.: nova.exception.BuildAbortException: Build of instance 773b6615-e475-4ad6-88fc-73ade87f1a79 aborted: Failed to allocate the network(s), not rescheduling."
